标准关系编号,头标准实体编号,头实体标准名,头实体类型,关系类型,尾标准实体编号,尾实体标准名,尾实体类型,证据句,来源文档,来源页码,置信度,出现次数,抽取方法,复核状态,原始关系编号
SR0619,SE0163,活动机翼,结构部件,改善,SE0124,副翼,结构部件,定，如图 3.3(a)所示；变体开始后，活动机翼的副翼开始下偏，升力增加，驱,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,43,0.86,2,规则抽取+标准实体映射+重复三元组去重,已规范化,R0593；R0598
SR0620,SE0163,活动机翼,结构部件,改善,SE0254,升力,性能指标,定，如图 3.3(a)所示；变体开始后，活动机翼的副翼开始下偏，升力增加，驱,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,43,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0950
SR0621,SE0163,活动机翼,结构部件,改善,SE0051,变体过程,变形方式,间成本，降低活动机翼的气动负载也有利于降低对副翼的要求，增强变体过程中,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,125,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0673
SR0622,SE0163,活动机翼,结构部件,改善,SE0175,翼面积,结构部件,线，如图 7.4 所示。可以看出，增大活动机翼的副翼面积可以大幅扩展飞机的,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,131,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0962
SR0623,SE0306,流动分离,专业概念,改善,SE0337,阻力,性能指标,度将会大幅度增大；另一方面，副翼偏角过大时，流动分离也会使副翼的阻力,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,89,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1154
SR0624,SE0311,激波阻力,性能指标,改善,SE0337,阻力,性能指标,速飞行时则机翼向后转动，此时飞机的后掠角增大，有利于降低激波阻力，提高,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,25,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1013
SR0625,SE0315,燃油效率,性能指标,改善,SE0480,经济性,专业概念,性能以大幅提高燃油效率和经济性。军用远程,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,23,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0930
SR0626,SE0372,盘旋,任务场景,改善,SE0038,高速巡航导弹,飞行器对象,的盘旋时间增加约75%。由于高速巡航导弹弹,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,20,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0912
SR0627,SE0319,纵向静稳定性,性能指标,改善,SE0378,超声速,任务场景,同时纵向静稳定性更佳；超声速飞行过程，三角,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,15,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0907
SR0628,SE0081,组合变体,变形方式,改善,SE0016,变构飞行器,飞行器对象,破，组合变体飞行器是提高无人机多任务执行能力,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,29,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0888
SR0629,SE0166,结构复杂度,结构部件,改善,SE0290,气动中心,性能指标,驱动结构增加飞机重量、结构复杂度，气动中心,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,10,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0903
SR0630,SE0167,结构强度,结构部件,改善,SE0089,单翼构型,气动布局,于桁架的结构，机翼的结构强度大幅度提升，其过载包线范围相对于单翼构型,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,121,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0750
SR0631,SE0167,结构强度,结构部件,改善,SE0093,双翼,气动布局,结构强度相较于普通双翼机更进一步增强，可以承受更大的起降过载和突风过,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,43,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0681
SR0632,SE0169,结构重量,结构部件,改善,SE0049,变体技术,变形方式,技术，在结构重量增加、机翼空间占用等方面付出的代价过高，使得变体技术带,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1030
SR0633,SE0169,结构重量,结构部件,改善,SE0258,后掠角,性能指标,结构更有利于机翼的受力，结构重量更轻，连接翼布局的机翼后掠角较大，具有,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,21,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1011
SR0634,SE0169,结构重量,结构部件,改善,SE0387,容积侵占,设计问题,控制设计和变体机构设计的需求，或在结构重量增加、机翼容积侵占等方面付,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,112,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0739
SR0635,SE0169,结构重量,结构部件,改善,SE0315,燃油效率,性能指标,翼的伸缩机构复杂，使得结构重量增大、燃油效率,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,20,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0887
SR0636,SE0169,结构重量,结构部件,改善,SE0332,载荷,性能指标,加，导致机翼结构重量增加，使得飞机的有效载荷和燃油携带量降低。因此，飞,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1027
SR0637,SE0169,结构重量,结构部件,改善,SE0111,连接翼布局,气动布局,结构更有利于机翼的受力，结构重量更轻，连接翼布局的机翼后掠角较大，具有,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,21,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0629
SR0638,SE0321,翼展,专业概念,改善,SE0266,展弦比,性能指标,支撑翼布局也同样是降低机翼负载，增加机翼展弦比的创新布局形式之一。,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,21,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1247
SR0639,SE0321,翼展,专业概念,改善,SE0366,巡航翼展,任务场景,面，则可以在起降翼展不变的情况下，进一步增大飞机的巡航翼展，以拓宽飞,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,46,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1085
SR0640,SE0321,翼展,专业概念,改善,SE0175,翼面积,结构部件,大巡航翼展，则飞机的机翼面积增加，较于原准机，飞机的翼载荷可以相应降,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1211
SR0641,SE0321,翼展,专业概念,改善,SE0326,航程,性能指标,扩展30%巡航翼展的同时缩减30%起降翼展，并增加25%左右的航程。总体,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,139,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0983
SR0642,SE0321,翼展,专业概念,改善,SE0329,起降翼展,专业概念,航翼展，在飞机起降翼展不变的情况下，增大机翼的面积和展弦比，提高飞机,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1197
SR0643,SE0321,翼展,专业概念,改善,SE0332,载荷,性能指标,大巡航翼展，则飞机的机翼面积增加，较于原准机，飞机的翼载荷可以相应降,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1214
SR0644,SE0172,翼根,结构部件,改善,SE0254,升力,性能指标,较小梢根比的梯形翼时，翼根的弦长和升力增加，翼尖的弦长和升力减少，机,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,73,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1117
SR0645,SE0172,翼根,结构部件,改善,SE0169,结构重量,结构部件,飞机在增大展弦比的同时，翼根弯矩也进一步增大，进而使机翼的结构重量,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,37,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0796
SR0646,SE0175,翼面积,结构部件,改善,SE0332,载荷,性能指标,大巡航翼展，则飞机的机翼面积增加，较于原准机，飞机的翼载荷可以相应降,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1213
SR0647,SE0326,航程,性能指标,改善,SE0046,单-双折叠翼,变形方式,右，航程和航时相较于RQ-4A 提升了25%左右。单-双折叠翼变体在翼展和航,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,138,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0956
SR0648,SE0326,航程,性能指标,改善,SE0266,展弦比,性能指标,阻力，提高气动效率，增加航程。但另一方面，增加展弦比会使机翼根部弯矩增,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1023
SR0649,SE0326,航程,性能指标,改善,SE0099,常规布局,气动布局,为20 米的情况下，其航程与连接翼布局相比增加了90%，与常规布局相比增,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,136,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0981
SR0650,SE0326,航程,性能指标,改善,SE0321,翼展,专业概念,航升阻比大大提高，因此在航程和航时方面仍具有很大优势，在限制起降翼展,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,136,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1236
SR0651,SE0326,航程,性能指标,改善,SE0172,翼根,结构部件,阻力，提高气动效率，增加航程。但另一方面，增加展弦比会使机翼根部弯矩增,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1024
SR0652,SE0326,航程,性能指标,改善,SE0175,翼面积,结构部件,的最大起飞重量和巡航升阻比，进而提升飞机的载荷和航程，增大机翼面积也,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,123,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1200
SR0653,SE0326,航程,性能指标,改善,SE0329,起降翼展,专业概念,航升阻比大大提高，因此在航程和航时方面仍具有很大优势，在限制起降翼展,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,136,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1235
SR0654,SE0326,航程,性能指标,改善,SE0111,连接翼布局,气动布局,为20 米的情况下，其航程与连接翼布局相比增加了90%，与常规布局相比增,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,136,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0980
SR0655,SE0176,蒙皮,结构部件,改善,SE0135,多腹板式机翼,结构部件,幅增强，梁承受小部分弯矩，大部分弯矩由蒙皮和长桁承担。多腹板式机翼的,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,118,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1189
SR0656,SE0397,设计目标,专业概念,改善,SE0470,几何外形设计,专业概念,计约束，也额外增加了新的设计约束和设计目标，在飞机的几何外形设计中，这,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,124,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0669
SR0657,SE0398,设计约束,设计问题,改善,SE0470,几何外形设计,专业概念,计约束，也额外增加了新的设计约束和设计目标，在飞机的几何外形设计中，这,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,124,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0670
SR0658,SE0398,设计约束,设计问题,改善,SE0397,设计目标,专业概念,计约束，也额外增加了新的设计约束和设计目标，在飞机的几何外形设计中，这,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,124,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0668
SR0659,SE0398,设计约束,设计问题,改善,SE0345,飞行性能,性能指标,不同的构型，可以释放飞机原有的部分设计约束，改善起降性能和飞行性能，,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,122,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1196
SR0660,SE0482,设计规律,专业概念,改善,SE0049,变体技术,变形方式,飞行器的收益边界。本章中对于展弦比设计规律和变体技术收益代价边界的研,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1079
SR0661,SE0482,设计规律,专业概念,改善,SE0392,收益代价,设计问题,飞行器的收益边界。本章中对于展弦比设计规律和变体技术收益代价边界的研,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0678
SR0662,SE0482,设计规律,专业概念,改善,SE0163,活动机翼,结构部件,变了飞机原有几何外形参数的设计规律，二是增加新的外形参数，如活动机翼,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,125,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0759
